topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,class_atr
0.000129032,0.000129032,0.000129032,0.02998799,0.017193054,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.35518928,0.000129032,0.000129032,0.02966417,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.1852666,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.194817837,0.000129032,0.000129032,0.000129032,0.000129032,0.000129032,0.182332684,0.000129032,0.000129032,0.000129032,0.000129032,positive
0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.88472844,0.000240964,0.103705295,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,0.000240964,positive
0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.00025641,0.987435897,0.00025641,positive
5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,0.731110887,5.80E-05,5.80E-05,0.032444402,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,0.034746244,0.142773179,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,0.030727396,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,5.80E-05,0.025647167,5.80E-05,positive
0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.018403375,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.000143885,0.97469015,0.000143885,0.000143885,positive
0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.023524666,0.000416667,0.000416667,0.000416667,0.000416667,0.028531426,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.028457314,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.900319927,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,0.000416667,positive
0.000128205,0.000128205,0.000128205,0.000128205,0.055790803,0.000128205,0.000128205,0.000128205,0.000128205,0.07584144,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.23012589,0.291285295,0.000128205,0.000128205,0.000128205,0.000128205,0.01638965,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.060663517,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.200385551,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.000128205,0.048065713,0.000128205,0.000128205,0.016195729,0.000128205,0.000128205,positive
0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.017653194,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.844617966,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.131109122,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,0.000140845,positive
8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,0.338917366,8.66E-05,8.66E-05,0.031585887,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,0.308153486,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,0.27105397,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,0.046393187,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,8.66E-05,positive
0.00047619,0.032732673,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.579861141,0.00047619,0.066720104,0.00047619,0.00047619,0.00047619,0.176954255,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.122303256,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,0.00047619,positive
0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.052519087,0.000465116,0.000465116,0.000465116,0.248593908,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.491110261,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.063044087,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.123802425,0.000465116,positive
0.158296129,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,0.770943882,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,0.067647406,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,6.62E-05,positive
0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.083489464,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.20542737,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.705860943,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,positive
7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.163502214,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.073261538,7.75E-05,7.75E-05,7.75E-05,0.028527714,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.041739457,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.037571105,7.75E-05,0.355331528,0.080793653,0.216016977,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,positive
0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.04348768,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.008095281,0.122586118,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.633668465,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.030812679,0.000108696,0.008280543,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.000108696,0.148395322,0.000108696,0.000108696,0.000108696,positive
0.27815215,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.220553375,0.000327869,0.057322514,0.000327869,0.000327869,0.000327869,0.000327869,0.219254207,0.000327869,0.000327869,0.000327869,0.209963657,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,0.000327869,positive
0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.92675677,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.048023017,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.018553546,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,0.000141844,positive
0.000152672,0.000152672,0.000152672,0.000152672,0.111608873,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.01200642,0.000152672,0.000152672,0.02720416,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.000152672,0.017263318,0.000152672,0.000152672,0.382599106,0.000152672,0.301474366,0.000152672,0.046241706,0.000152672,0.000152672,0.060198854,0.000152672,0.000152672,0.000152672,0.035143655,positive
0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.990392157,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,0.000196078,positive
8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,0.438866683,8.47E-05,8.47E-05,0.456649949,8.47E-05,8.47E-05,0.100500317,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,8.47E-05,positive
0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.679865399,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.192195701,0.00016129,0.00016129,0.09005216,0.00016129,0.00016129,0.00016129,0.00016129,0.00016129,0.030467386,0.00016129,0.00016129,0.00016129,positive
0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.993875,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,0.000125,positive
0.000104712,0.000104712,0.000104712,0.000104712,0.167665339,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.698593988,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.128819207,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,0.000104712,positive
7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.7313444,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,7.75E-05,0.26493467,positive
0.071885741,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.249741889,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.401361801,0.000112994,0.271812829,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,0.000112994,positive
7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,0.845951265,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,0.115629595,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,0.035061997,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,positive
0.000118343,0.000118343,0.000118343,0.637896162,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.167877261,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.188664447,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,0.000118343,positive
0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.994367816,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,0.000114943,positive
0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.022754056,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.226094927,0.000238095,0.045755607,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.694443028,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,0.000238095,positive
0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.373131145,0.070694975,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.080667825,0.020190395,0.000168067,0.179753701,0.000168067,0.119692324,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.148642744,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,0.000168067,positive
0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.444829941,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.532844478,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,0.000465116,positive
0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.000227273,0.988863636,0.000227273,positive
5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,0.63230146,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,0.068402917,5.25E-05,5.25E-05,5.25E-05,5.25E-05,0.296828432,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,5.25E-05,positive
0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.055736184,0.000172414,0.000172414,0.000172414,0.179412453,0.000172414,0.102845547,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.286785138,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.06930403,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.000172414,0.298330441,0.000172414,0.000172414,0.000172414,0.000172414,positive
6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.03556126,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.132719925,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.00520824,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.464488421,0.040553968,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,0.318433705,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,6.90E-05,positive
0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.059711681,0.00011976,0.183505489,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.690202808,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.00011976,0.06107104,0.00011976,0.00011976,0.00011976,0.00011976,positive
7.22E-05,7.22E-05,7.22E-05,0.023360055,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,0.103367146,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,0.347893332,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,0.077553091,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,0.236412438,7.22E-05,7.22E-05,7.22E-05,0.078103877,7.22E-05,7.22E-05,7.22E-05,0.130205368,7.22E-05,7.22E-05,7.22E-05,7.22E-05,7.22E-05,positive
0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.072279593,0.0002,0.0002,0.0002,0.0002,0.918120407,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,positive
3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,0.087134964,0.009641616,0.064022661,3.88E-05,3.88E-05,0.087354553,3.88E-05,3.88E-05,3.88E-05,0.10666688,3.88E-05,0.231895957,3.88E-05,0.026567887,0.064158516,3.88E-05,3.88E-05,0.064388357,0.194743523,3.88E-05,3.88E-05,3.88E-05,0.008563154,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,3.88E-05,0.053389063,3.88E-05,3.88E-05,3.88E-05,3.88E-05,positive
0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.296177447,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.000111111,0.69848922,0.000111111,0.000111111,0.000111111,positive
7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,0.02946746,7.66E-05,0.356541222,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,0.064523134,7.66E-05,7.66E-05,0.42334966,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,0.122670248,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,7.66E-05,positive
7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.015592423,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.066579303,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.690104646,0.031308204,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.1623702,7.91E-05,7.91E-05,7.91E-05,7.91E-05,7.91E-05,0.030566963,7.91E-05,7.91E-05,7.91E-05,positive
0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.24860027,0.000176991,0.000176991,0.000176991,0.000176991,0.032489487,0.000176991,0.000176991,0.000176991,0.000176991,0.137936743,0.000176991,0.000176991,0.572831907,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,0.000176991,positive
